Features_2022,Features_2021,Features_2020,Features_2019,Features_2018
문A2-9) 학습비 외부 지원기관__(4)인문교양교육_3,문A2-9) 학습비 외부 지원기관__(4)인문교양교육_3,문A2-9) 학습비 외부 지원기관__(4)인문교양교육_3,문A2-9) 학습비 외부 지원기관__(4)인문교양교육_3,문A2-9) 학습비 외부 지원기관__(4)인문교양교육_3
0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 3-(4)인문교양교육_2
문A2-2) 프로그램 형태__(3)직업능력향상교육_4,문A2-2) 프로그램 형태__(3)직업능력향상교육_4,0,0,0
0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 3-(4)인문교양교육_3
0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 3-(4)인문교양교육_4
문A2-8) 학습비 외부 지원여부__(4)인문교양교육_2,문A2-8) 학습비 외부 지원여부__(4)인문교양교육_2,문A2-8) 학습비 외부 지원여부__(4)인문교양교육_2,문A2-8) 학습비 외부 지원여부__(4)인문교양교육_2,문A2-8) 학습비 외부 지원여부__(4)인문교양교육_2
문A2-3) 기관 유형__(3)직업능력향상교육_4,문A2-3) 기관 유형__(3)직업능력향상교육_4,0,0,0
0,0,0,0,문B3-13)자격증 취득가능여부 - 3-(4)인문교양교육
문A2-5) 참여목적__(3)직업능력향상교육_4,문A2-5) 참여목적__(3)직업능력향상교육_4,0,0,0
문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-1,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-1,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-1,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-1,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-1
0,0,0,문B3-13)자격증 취득가능여부-2-(3)인문교양교육,0
문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-2,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-2,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-2,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-2,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-2
문A2-6) 연간참여시간__(3)직업능력향상교육_4,문A2-6) 연간참여시간__(3)직업능력향상교육_4,0,0,0
문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-3,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-3,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-3,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-3,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-3
문A2-7) 자기부담학습비__(3)직업능력향상교육_4,문A2-7) 자기부담학습비__(3)직업능력향상교육_4,0,0,0
문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-5,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-5,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-5,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-5,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-5
문A2-8) 학습비 외부 지원여부__(3)직업능력향상교육_4,문A2-8) 학습비 외부 지원여부__(3)직업능력향상교육_4,0,0,0
문A2-1) 프로그램 유형__(5)문화예술스포츠교육_1,문A2-1) 프로그램 유형__(5)문화예술스포츠교육_1,문A2-1) 프로그램 유형__(5)문화예술스포츠교육_1,문A2-1) 프로그램 유형__(5)문화예술스포츠교육_1,문A2-1) 프로그램 유형__(5)문화예술스포츠교육_1
0,0,0,0,문B3-2)프로그램 과거수강경험 여부 - 1-(5)문화예술 스포츠 교육
문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_2-2,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_2-2,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_2-2,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_2-2,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_2-2
문A2-9) 학습비 외부 지원기관__(3)직업능력향상교육_4,문A2-9) 학습비 외부 지원기관__(3)직업능력향상교육_4,0,0,0
문A2-2) 프로그램 형태__(5)문화예술스포츠교육_1,문A2-2) 프로그램 형태__(5)문화예술스포츠교육_1,문A2-2) 프로그램 형태__(5)문화예술스포츠교육_1,문A2-2) 프로그램 형태__(5)문화예술스포츠교육_1,문A2-2) 프로그램 형태__(5)문화예술스포츠교육_1
문A2-10) 프로그램만족도__(3)직업능력향상교육_4,문A2-10) 프로그램만족도__(3)직업능력향상교육_4,0,0,0
문A2-5) 참여목적__(5)문화예술스포츠교육_1,문A2-5) 참여목적__(5)문화예술스포츠교육_1,문A2-5) 참여목적__(5)문화예술스포츠교육_1,문A2-5) 참여목적__(5)문화예술스포츠교육_1,문A2-5) 참여목적__(5)문화예술스포츠교육_1
0,0,0,0,문B3-7)중도 포기여부 - 1-(5)문화예술 스포츠 교육
문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_4-1,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_4-1,0,0,0
0,0,0,0,문B3-8)중도 포기이유 - 1-(5)문화예술 스포츠 교육
문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_2-5,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_2-5,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_2-5,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_2-5,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_2-5
문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_4-2,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_4-2,0,0,0
문A2-7) 자기부담학습비__(5)문화예술스포츠교육_1,문A2-7) 자기부담학습비__(5)문화예술스포츠교육_1,문A2-7) 자기부담학습비__(5)문화예술스포츠교육_1,0,문A2-7) 자기부담학습비__(5)문화예술스포츠교육_1
문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_4-3,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_4-3,0,0,0
문A2-9) 학습비 외부 지원기관__(5)문화예술스포츠교육_1,문A2-9) 학습비 외부 지원기관__(5)문화예술스포츠교육_1,문A2-9) 학습비 외부 지원기관__(5)문화예술스포츠교육_1,문A2-9) 학습비 외부 지원기관__(5)문화예술스포츠교육_1,문A2-9) 학습비 외부 지원기관__(5)문화예술스포츠교육_1
문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_2-7,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_2-7,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_2-7,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_2-7,0
0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 1-(5)문화예술 스포츠 교육_2
문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_4-4,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_4-4,0,0,0
0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 1-(5)문화예술 스포츠 교육_3
0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 1-(5)문화예술 스포츠 교육_4
문A2-1) 프로그램 유형__(4)인문교양교육_3,문A2-1) 프로그램 유형__(4)인문교양교육_3,문A2-1) 프로그램 유형__(4)인문교양교육_3,문A2-1) 프로그램 유형__(4)인문교양교육_3,문A2-1) 프로그램 유형__(4)인문교양교육_3
문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_4-5,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_4-5,0,0,0
0,0,0,0,문B3-13)자격증 취득가능여부 - 1-(5)문화예술 스포츠 교육
0,0,0,문B3-2)프로그램 과거수강경험 여부-3-(3)인문교양교육,0
문A2-10) 프로그램만족도__(5)문화예술스포츠교육_1,문A2-10) 프로그램만족도__(5)문화예술스포츠교육_1,문A2-10) 프로그램만족도__(5)문화예술스포츠교육_1,문A2-10) 프로그램만족도__(5)문화예술스포츠교육_1,문A2-10) 프로그램만족도__(5)문화예술스포츠교육_1
문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_4-6,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_4-6,0,0,0
문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_1-1,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_1-1,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_1-1,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_1-1,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_1-1
문A2-2) 프로그램 형태__(4)인문교양교육_3,문A2-2) 프로그램 형태__(4)인문교양교육_3,문A2-2) 프로그램 형태__(4)인문교양교육_3,문A2-2) 프로그램 형태__(4)인문교양교육_3,문A2-2) 프로그램 형태__(4)인문교양교육_3
문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_4-7,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_4-7,0,0,0
문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_1-3,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_1-3,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_1-3,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_1-3,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_1-3
문A2-3) 기관 유형__(4)인문교양교육_3,문A2-3) 기관 유형__(4)인문교양교육_3,문A2-3) 기관 유형__(4)인문교양교육_3,문A2-3) 기관 유형__(4)인문교양교육_3,문A2-3) 기관 유형__(4)인문교양교육_3
문A2-1) 프로그램 유형__(4)인문교양교육_1,문A2-1) 프로그램 유형__(4)인문교양교육_1,문A2-1) 프로그램 유형__(4)인문교양교육_1,문A2-1) 프로그램 유형__(4)인문교양교육_1,문A2-1) 프로그램 유형__(4)인문교양교육_1
문A2-1) 프로그램 유형__(3)직업능력향상교육_5,문A2-1) 프로그램 유형__(3)직업능력향상교육_5,0,0,0
문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_1-6,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_1-6,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_1-6,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_1-6,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_1-6
0,0,0,문B3-7)중도 포기여부-3-(3)인문교양교육,0
문A2-1) 프로그램 유형__(5)문화예술스포츠교육_2,문A2-1) 프로그램 유형__(5)문화예술스포츠교육_2,문A2-1) 프로그램 유형__(5)문화예술스포츠교육_2,문A2-1) 프로그램 유형__(5)문화예술스포츠교육_2,문A2-1) 프로그램 유형__(5)문화예술스포츠교육_2
0,0,0,문B3-8)중도 포기이유-3-(3)인문교양교육,0
0,0,0,0,문B3-2)프로그램 과거수강경험 여부 - 2-(5)문화예술 스포츠 교육
문A2-2) 프로그램 형태__(4)인문교양교육_1,문A2-2) 프로그램 형태__(4)인문교양교육_1,문A2-2) 프로그램 형태__(4)인문교양교육_1,문A2-2) 프로그램 형태__(4)인문교양교육_1,문A2-2) 프로그램 형태__(4)인문교양교육_1
문A2-2) 프로그램 형태__(3)직업능력향상교육_5,문A2-2) 프로그램 형태__(3)직업능력향상교육_5,0,0,0
문A2-3) 기관 유형__(5)문화예술스포츠교육_2,문A2-3) 기관 유형__(5)문화예술스포츠교육_2,문A2-3) 기관 유형__(5)문화예술스포츠교육_2,문A2-3) 기관 유형__(5)문화예술스포츠교육_2,문A2-3) 기관 유형__(5)문화예술스포츠교육_2
문A2-6) 연간참여시간__(4)인문교양교육_3,문A2-6) 연간참여시간__(4)인문교양교육_3,문A2-6) 연간참여시간__(4)인문교양교육_3,문A2-6) 연간참여시간__(4)인문교양교육_3,문A2-6) 연간참여시간__(4)인문교양교육_3
0,0,0,0,문B3-7)중도 포기여부 - 2-(5)문화예술 스포츠 교육
문A2-3) 기관 유형__(3)직업능력향상교육_5,문A2-3) 기관 유형__(3)직업능력향상교육_5,0,0,0
0,0,0,0,문B3-8)중도 포기이유 - 2-(5)문화예술 스포츠 교육
문A2-5) 참여목적__(4)인문교양교육_1,문A2-5) 참여목적__(4)인문교양교육_1,문A2-5) 참여목적__(4)인문교양교육_1,문A2-5) 참여목적__(4)인문교양교육_1,문A2-5) 참여목적__(4)인문교양교육_1
문A2-5) 참여목적__(3)직업능력향상교육_5,문A2-5) 참여목적__(3)직업능력향상교육_5,0,0,0
문A2-8) 학습비 외부 지원여부__(5)문화예술스포츠교육_2,문A2-8) 학습비 외부 지원여부__(5)문화예술스포츠교육_2,문A2-8) 학습비 외부 지원여부__(5)문화예술스포츠교육_2,문A2-8) 학습비 외부 지원여부__(5)문화예술스포츠교육_2,문A2-8) 학습비 외부 지원여부__(5)문화예술스포츠교육_2
0,0,0,문B3-13)자격증 취득가능여부-3-(3)인문교양교육,0
문A2-9) 학습비 외부 지원기관__(5)문화예술스포츠교육_2,문A2-9) 학습비 외부 지원기관__(5)문화예술스포츠교육_2,문A2-9) 학습비 외부 지원기관__(5)문화예술스포츠교육_2,문A2-9) 학습비 외부 지원기관__(5)문화예술스포츠교육_2,문A2-9) 학습비 외부 지원기관__(5)문화예술스포츠교육_2
0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 2-(5)문화예술 스포츠 교육_2
문A2-6) 연간참여시간__(3)직업능력향상교육_5,문A2-6) 연간참여시간__(3)직업능력향상교육_5,0,0,0
0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 2-(5)문화예술 스포츠 교육_3
0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 2-(5)문화예술 스포츠 교육_4
0,0,0,0,문B3-13)자격증 취득가능여부 - 2-(5)문화예술 스포츠 교육
문A2-7) 자기부담학습비__(4)인문교양교육_1,문A2-7) 자기부담학습비__(4)인문교양교육_1,문A2-7) 자기부담학습비__(4)인문교양교육_1,0,문A2-7) 자기부담학습비__(4)인문교양교육_1
문A2-7) 자기부담학습비__(3)직업능력향상교육_5,문A2-7) 자기부담학습비__(3)직업능력향상교육_5,0,0,0
문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_2-1,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_2-1,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_2-1,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_2-1,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_2-1
문A2-8) 학습비 외부 지원여부__(3)직업능력향상교육_5,문A2-8) 학습비 외부 지원여부__(3)직업능력향상교육_5,0,0,0
문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_2-4,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_2-4,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_2-4,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_2-4,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_2-4
문A2-9) 학습비 외부 지원기관__(3)직업능력향상교육_5,문A2-9) 학습비 외부 지원기관__(3)직업능력향상교육_5,0,0,0
문A2-1) 프로그램 유형__(5)문화예술스포츠교육_3,0,문A2-1) 프로그램 유형__(5)문화예술스포츠교육_3,문A2-1) 프로그램 유형__(5)문화예술스포츠교육_3,문A2-1) 프로그램 유형__(5)문화예술스포츠교육_3
문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-7,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-7,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-7,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-7,0
0,0,0,0,문B3-2)프로그램 과거수강경험 여부 - 3-(5)문화예술 스포츠 교육
