,Features_2022,Features_2021,Features_2020,Features_2019,Features_2018
454,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_1-5,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_1-5,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_1-5,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_1-5,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_1-5
455,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_2-7,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_2-7,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_2-7,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_2-7,0
456,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_1-6,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_1-6,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_1-6,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_1-6,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_1-6
457,0,문A2-11)프로그램 불만족 요인(중복응답)-(1)학위취득을 위한 교육-2_7,0,0,0
458,문A2-1) 프로그램 유형__(4)인문교양교육_2,문A2-1) 프로그램 유형__(4)인문교양교육_2,문A2-1) 프로그램 유형__(4)인문교양교육_2,문A2-1) 프로그램 유형__(4)인문교양교육_2,문A2-1) 프로그램 유형__(4)인문교양교육_2
459,0,0,0,0,문B3-2)프로그램 과거수강경험 여부 - 2-(4)인문교양교육
460,0,0,0,문B3-2)프로그램 과거수강경험 여부-3-(2)직업능력향상교육,0
461,문A2-2) 프로그램 형태__(4)인문교양교육_2,문A2-2) 프로그램 형태__(4)인문교양교육_2,문A2-2) 프로그램 형태__(4)인문교양교육_2,문A2-2) 프로그램 형태__(4)인문교양교육_2,문A2-2) 프로그램 형태__(4)인문교양교육_2
462,문A1-2) OO프로그램에 참여한 경험이 있다면^ 참여한 프로그램 수는 몇개입니까? 3) 고등학교 졸업학력(인정)과정,0,0,0,0
463,문A2-3) 기관 유형__(4)인문교양교육_2,문A2-3) 기관 유형__(4)인문교양교육_2,문A2-3) 기관 유형__(4)인문교양교육_2,문A2-3) 기관 유형__(4)인문교양교육_2,문A2-3) 기관 유형__(4)인문교양교육_2
464,0,0,문B3-2)프로그램 형태-3-(1)성인기초 및 문자해득교육,0,0
465,0,0,0,0,문B3-7)중도 포기여부 - 2-(4)인문교양교육
466,0,0,0,0,문B3-8)중도 포기이유 - 2-(4)인문교양교육
467,0,문A2-1)프로그램 유형-(1)학위취득을 위한 교육-3,0,0,0
468,문A2-6) 연간참여시간__(4)인문교양교육_2,문A2-6) 연간참여시간__(4)인문교양교육_2,문A2-6) 연간참여시간__(4)인문교양교육_2,0,문A2-6) 연간참여시간__(4)인문교양교육_2
469,0,0,문B3-3)기관 유형-3-(1)성인기초 및 문자해득교육,0,0
470,문A2-8) 학습비 외부 지원여부__(4)인문교양교육_2,문A2-8) 학습비 외부 지원여부__(4)인문교양교육_2,문A2-8) 학습비 외부 지원여부__(4)인문교양교육_2,문A2-8) 학습비 외부 지원여부__(4)인문교양교육_2,문A2-8) 학습비 외부 지원여부__(4)인문교양교육_2
471,0,0,0,문B3-7)중도 포기여부-3-(2)직업능력향상교육,0
472,문A2-9) 학습비 외부 지원기관__(4)인문교양교육_2,문A2-9) 학습비 외부 지원기관__(4)인문교양교육_2,문A2-9) 학습비 외부 지원기관__(4)인문교양교육_2,문A2-9) 학습비 외부 지원기관__(4)인문교양교육_2,문A2-9) 학습비 외부 지원기관__(4)인문교양교육_2
473,문A1-2) OO프로그램에 참여한 경험이 있다면^ 참여한 프로그램 수는 몇개입니까? 4) 대학교(4년제 미만),0,0,0,0
474,0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 2-(4)인문교양교육_2
475,0,0,0,문B3-8)중도 포기이유-3-(2)직업능력향상교육,0
476,0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 2-(4)인문교양교육_3
477,0,0,문B3-5)참여목적-3-(1)성인기초 및 문자해득교육,0,0
478,0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 2-(4)인문교양교육_4
479,0,0,0,0,문B3-13)자격증 취득가능여부 - 2-(4)인문교양교육
480,0,문A2-2)프로그램 형태-(1)학위취득을 위한 교육-3,0,0,0
481,문A2-10) 프로그램만족도__(4)인문교양교육_2,문A2-10) 프로그램만족도__(4)인문교양교육_2,문A2-10) 프로그램만족도__(4)인문교양교육_2,문A2-10) 프로그램만족도__(4)인문교양교육_2,문A2-10) 프로그램만족도__(4)인문교양교육_2
482,0,0,문B3-6)연간참여시간-3-(1)성인기초 및 문자해득교육,0,0
483,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_2-2,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_2-2,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_2-2,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_2-2,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_2-2
484,문A2-8) 학습비 외부 지원여부__(3)직업능력향상교육_3,문A2-8) 학습비 외부 지원여부__(3)직업능력향상교육_3,문A2-8) 학습비 외부 지원여부__(3)직업능력향상교육_3,문A2-8) 학습비 외부 지원여부__(3)직업능력향상교육_3,문A2-8) 학습비 외부 지원여부__(3)직업능력향상교육_3
485,문A1-2) OO프로그램에 참여한 경험이 있다면^ 참여한 프로그램 수는 몇개입니까? 5) 대학교(4년제 이상),0,0,0,0
486,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_2-4,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_2-4,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_2-4,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_2-4,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_2-4
487,0,0,문B3-7)자기부담학습비-3-(1)성인기초 및 문자해득교육,0,0
488,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_2-6,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_2-6,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_2-6,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_2-6,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_2-6
489,0,0,0,문B3-13)자격증 취득가능여부-3-(2)직업능력향상교육,0
490,문A2-1) 프로그램 유형__(4)인문교양교육_3,문A2-1) 프로그램 유형__(4)인문교양교육_3,문A2-1) 프로그램 유형__(4)인문교양교육_3,문A2-1) 프로그램 유형__(4)인문교양교육_3,문A2-1) 프로그램 유형__(4)인문교양교육_3
491,0,문A2-3)기관 유형-(1)학위취득을 위한 교육-3,0,0,0
492,0,0,0,0,문B3-2)프로그램 과거수강경험 여부 - 3-(4)인문교양교육
493,0,0,문B3-8)학습비 외부 지원여부-3-(1)성인기초 및 문자해득교육,0,0
494,문A2-3) 기관 유형__(4)인문교양교육_3,문A2-3) 기관 유형__(4)인문교양교육_3,문A2-3) 기관 유형__(4)인문교양교육_3,문A2-3) 기관 유형__(4)인문교양교육_3,문A2-3) 기관 유형__(4)인문교양교육_3
495,문A1-2) OO프로그램에 참여한 경험이 있다면^ 참여한 프로그램 수는 몇개입니까? 6) 방송통신대학교,0,0,0,0
496,0,0,0,0,문B3-7)중도 포기여부 - 3-(4)인문교양교육
497,0,0,0,0,문B3-8)중도 포기이유 - 3-(4)인문교양교육
498,0,0,문B3-9)학습비 지원기관-3-(1)성인기초 및 문자해득교육,0,0
499,문A2-6) 연간참여시간__(4)인문교양교육_3,문A2-6) 연간참여시간__(4)인문교양교육_3,문A2-6) 연간참여시간__(4)인문교양교육_3,문A2-6) 연간참여시간__(4)인문교양교육_3,문A2-6) 연간참여시간__(4)인문교양교육_3
500,0,문A2-5)참여목적-(1)학위취득을 위한 교육-3,0,0,0
501,문A2-8) 학습비 외부 지원여부__(4)인문교양교육_3,문A2-8) 학습비 외부 지원여부__(4)인문교양교육_3,문A2-8) 학습비 외부 지원여부__(4)인문교양교육_3,문A2-8) 학습비 외부 지원여부__(4)인문교양교육_3,문A2-8) 학습비 외부 지원여부__(4)인문교양교육_3
502,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_3-4,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_3-4,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_3-4,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_3-4,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_3-4
503,0,0,문B3-10)프로그램 만족도-3-(1)성인기초 및 문자해득교육,0,0
504,0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 3-(4)인문교양교육_2
505,0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 3-(4)인문교양교육_3
506,문A1-2) OO프로그램에 참여한 경험이 있다면^ 참여한 프로그램 수는 몇개입니까? 7) 사이버 · 원격대학,0,0,0,0
507,0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 3-(4)인문교양교육_4
508,0,0,0,0,문B3-13)자격증 취득가능여부 - 3-(4)인문교양교육
509,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_3-6,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_3-6,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_3-6,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_3-6,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_3-6
510,0,0,문B3-11)프로그램 불만족 요인(중복응답)-3-(1)성인기초 및 문자해득교육_1,0,0
511,문A2-10) 프로그램만족도__(4)인문교양교육_3,문A2-10) 프로그램만족도__(4)인문교양교육_3,문A2-10) 프로그램만족도__(4)인문교양교육_3,문A2-10) 프로그램만족도__(4)인문교양교육_3,문A2-10) 프로그램만족도__(4)인문교양교육_3
512,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_3-7,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_3-7,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_3-7,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_3-7,0
513,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-1,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-1,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-1,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-1,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-1
514,0,문A2-6)연간참여시간-(1)학위취득을 위한 교육-3,0,0,0
515,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-2,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-2,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-2,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-2,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-2
516,0,0,문B3-11)프로그램 불만족 요인(중복응답)-3-(1)성인기초 및 문자해득교육_2,0,0
517,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-4,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-4,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-4,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-4,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-4
518,0,0,0,문B3-2)프로그램 과거수강경험 여부-1-(3)인문교양교육,0
519,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-5,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-5,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-5,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-5,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-5
520,문A1-2) OO프로그램에 참여한 경험이 있다면^ 참여한 프로그램 수는 몇개입니까? 8) 대학원(석사),0,0,0,0
521,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-6,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-6,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-6,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-6,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-6
522,0,0,문B3-11)프로그램 불만족 요인(중복응답)-3-(1)성인기초 및 문자해득교육_3,0,0
523,0,0,0,0,문B3-2)프로그램 과거수강경험 여부 - 1-(5)문화예술 스포츠 교육
524,문A2-3) 기관 유형__(4)인문교양교육_1,문A2-3) 기관 유형__(4)인문교양교육_1,문A2-3) 기관 유형__(4)인문교양교육_1,문A2-3) 기관 유형__(4)인문교양교육_1,문A2-3) 기관 유형__(4)인문교양교육_1
525,0,문A2-7)자기부담학습비-(1)학위취득을 위한 교육-3,0,0,0
526,문A2-3) 기관 유형__(5)문화예술스포츠교육_1,문A2-3) 기관 유형__(5)문화예술스포츠교육_1,문A2-3) 기관 유형__(5)문화예술스포츠교육_1,문A2-3) 기관 유형__(5)문화예술스포츠교육_1,문A2-3) 기관 유형__(5)문화예술스포츠교육_1
527,0,0,문B3-11)프로그램 불만족 요인(중복응답)-3-(1)성인기초 및 문자해득교육_4,0,0
528,0,0,0,0,문B3-7)중도 포기여부 - 1-(5)문화예술 스포츠 교육
529,0,0,0,문B3-7)중도 포기여부-1-(3)인문교양교육,0
530,0,0,0,0,문B3-8)중도 포기이유 - 1-(5)문화예술 스포츠 교육
531,문A1-2) OO프로그램에 참여한 경험이 있다면^ 참여한 프로그램 수는 몇개입니까? 9) 대학원(박사),0,0,0,0
532,문A2-6) 연간참여시간__(5)문화예술스포츠교육_1,문A2-6) 연간참여시간__(5)문화예술스포츠교육_1,문A2-6) 연간참여시간__(5)문화예술스포츠교육_1,문A2-6) 연간참여시간__(5)문화예술스포츠교육_1,문A2-6) 연간참여시간__(5)문화예술스포츠교육_1
533,0,0,0,문B3-8)중도 포기이유-1-(3)인문교양교육,0
534,문A2-7) 자기부담학습비__(5)문화예술스포츠교육_1,문A2-7) 자기부담학습비__(5)문화예술스포츠교육_1,문A2-7) 자기부담학습비__(5)문화예술스포츠교육_1,0,문A2-7) 자기부담학습비__(5)문화예술스포츠교육_1
535,0,0,문B3-11)프로그램 불만족 요인(중복응답)-3-(1)성인기초 및 문자해득교육_5,0,0
536,문A2-8) 학습비 외부 지원여부__(5)문화예술스포츠교육_1,문A2-8) 학습비 외부 지원여부__(5)문화예술스포츠교육_1,문A2-8) 학습비 외부 지원여부__(5)문화예술스포츠교육_1,문A2-8) 학습비 외부 지원여부__(5)문화예술스포츠교육_1,문A2-8) 학습비 외부 지원여부__(5)문화예술스포츠교육_1
537,문A2-6) 연간참여시간__(4)인문교양교육_1,문A2-6) 연간참여시간__(4)인문교양교육_1,문A2-6) 연간참여시간__(4)인문교양교육_1,문A2-6) 연간참여시간__(4)인문교양교육_1,문A2-6) 연간참여시간__(4)인문교양교육_1
538,0,문A2-8)학습비 외부 지원여부-(1)학위취득을 위한 교육-3,0,0,0
539,0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 1-(5)문화예술 스포츠 교육_2
540,0,0,0,문B3-10)자기부담학습비-1-(3)인문교양교육(무응답포함),0
541,0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 1-(5)문화예술 스포츠 교육_3
542,0,0,문B3-11)프로그램 불만족 요인(중복응답)-3-(1)성인기초 및 문자해득교육_6,0,0
543,0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 1-(5)문화예술 스포츠 교육_4
544,0,0,0,문B3-10)자기부담학습비-1-(3)인문교양교육(무응답대체후),0
545,0,0,0,0,문B3-13)자격증 취득가능여부 - 1-(5)문화예술 스포츠 교육
546,문A1-2) OO프로그램에 참여한 경험이 있다면^ 참여한 프로그램 수는 몇개입니까? 10) 고등학력보완교육,0,0,0,0
547,문A2-10) 프로그램만족도__(5)문화예술스포츠교육_1,문A2-10) 프로그램만족도__(5)문화예술스포츠교육_1,문A2-10) 프로그램만족도__(5)문화예술스포츠교육_1,문A2-10) 프로그램만족도__(5)문화예술스포츠교육_1,문A2-10) 프로그램만족도__(5)문화예술스포츠교육_1
548,문A2-8) 학습비 외부 지원여부__(4)인문교양교육_1,문A2-8) 학습비 외부 지원여부__(4)인문교양교육_1,문A2-8) 학습비 외부 지원여부__(4)인문교양교육_1,문A2-8) 학습비 외부 지원여부__(4)인문교양교육_1,문A2-8) 학습비 외부 지원여부__(4)인문교양교육_1
