"작성자","평점","좋아요","댓글수","리뷰"
"JeongGukLee","4.5","2","0","남들이 보기엔 비극일수있지만,
그들에게 있어선  스스로 끝낼 수 있었기에
꼭 비극은 아니었다고 생각한다.

슬픔을 강요하지는 않지만 어떤 영화보다 슬펐다."
"이도현","4.5","2","0","집에 돌아와보니 누군가 우리집 문을 고장냈다.
“우리가 잠들었을 때 도둑이 들면 어떡하지?
상상만 해도 끔찍해. 무서워서 죽을지도 몰라.”
“나도”
사랑하는 관계에서 지침은 도둑같이 찾아온다.
사랑하기에 상대를 감당할 수 있다는 오만으로부터."
"김상준","4.0","2","0","느리게 흘러가는 시간
견딜 수 없는 무게들"
"영화와 시","4.5","2","0","아주 작은 미동에 나의 심장은 크게 일렁였다."
"ima_vef","4.5","2","0","그러다 언젠간 끝나겠지, 어떻게든."
"유재찬","5.0","2","0","지순한 사랑으로도 피할 수 없었던 지독한 인생의 결말"
"이주형","4.0","2","0","인생은 길고 아름답다. 하지만 아름다움은 너무나 순간적이고 알아차리기 힘들며 과도하게 젊은 시기에 몰려있다. 우리는 아름답지 않은 시기를 무난한 시기 혹은 괜찮은 시기일 거라 스스로를 위로하고 싶지만 그 바람보다 훨씬 더 인생은 슬프고 힘들다. 무엇보다도 인생은 항상 내가 바라는 것보다 길다. 영화는 이 긴 시간을 긴 장면으로, 느린 호흡으로 보여준다. 잊고 있는 진실을 상기시킨다. 조르주가 아내를 죽인 후 한 행동은 꽃을 잘라 아내가 흘러 넘치게 하곤 했던 싱크대 위에 띄운 것이다. 그 꽃을 뛰우기 위해 얼마나 수많은 별을 그려야 했을까. 그럼에도 그 아름다운 순간들을 포기하지 못하고 살아가고픈 나는 무엇일까."
"김경훈","4.0","2","0","젊음을 연모하며 죽음만을 바라보는 비둘기 한 쌍."
"박먼지","5.0","2","0","암전과 묵음 속에서 엔딩 크레딧이 떠오르는 순간, 아, 예술가란 역시 변태구나..."
"엠수","4.0","2","0","<아무르> 20.02.01
.
#왓챠 4.0/5.0
.
나약한 인간일 뿐, 안타까운 사랑의 종착역.
."
"먀먀","4.5","2","0","마치 베티블루와도 닮았다. 그럼에도 이 둘이 울리는 무게는 조금 미묘하게 다른데, 이 영화가 더 묵직하게 들린다. 그 이유는 노년의 적막만이 그 빈공간을 메우기 때문 아닐까"
"RagingBull","4.0","2","0","많은 관중들이 모인 자리에서 제자의 연주회를 구경하던 노부부. 그러나 그들이 살아온 둘만의 사랑의 역사는 구경거리로 전락하는 것이 싫었나보다. 단출한 둘만의 장례식을 끝내고 산책을 나선다."
"나웒","4.0","2","0","멈춰있는 그림을 오래 감상한 것 같다
끊어봐서 아쉬움"
"네원","4.0","2","0","무서워요, 두려워요. 가늠할 수 없는 그 너머의 시간들. 빛나는 이들을 메마르게 하고, 존엄성을 잃게하고, 인간성을 상실하게 하는 그 시간들."
"장민규","4.0","2","0","그녀를 아주 사랑하고 아주 잘 알았기에 어쩔 수 없었던 선택
둘은 언제나 같이 외출한다"
"심혜윤","4.5","2","0","인간의 소멸은 비참하고 두렵고 그리고 아름답다"
"정병훈","3.5","2","0","너무 현실적으로 만들어서 다시 볼 자신이 없다- 그보다 오늘부로 EBS 금요극장 종편되는거 실화?!"
"Bryan Jo","5.0","2","0","사랑의 여러 가지 모습 중 하네케가 생각해 낼 수 있었던 가장 처절한 형태의 사랑"
"곰곰","3.5","2","0","""캠프가 마음에 들면 꽃을 아니면 별을 그리기로 했어.""
이제 당신의 엽서 또한 별로 가득 채워졌음을 알기에 내 손으로 꽃을 놓아드립니다."
"김명주","3.5","2","0","저 정도의 끝이라면 감사히 받아 들일 수 있겠다는 생각을 했다."
"박상아","3.5","2","0","이해가 되지 않는 부분들이 있었다.
할아버지가 짓는 담담한 표정과 차분함이 그랬다. 
시간의 흐름이 무슨 의미였을까.
그리고 그 시간은 누구에게 먼저 멈췄을까.
왜 그렇게 했어야만 했는지 나는 아마 이 영화를 몇번이고 다시 봐도 지금은 모를 것 같다."
"mozza","4.0","2","0","정적인 앵글과 시선 속에서 무겁게 다가오는 노년의 시간들. 더불어서 나에게도 현실이 될 수 있는 상황. 나의 노년은 어떻게 될까."
"송호선","5.0","2","0","끔찍하게 납득되다."
"최형우","4.0","2","0","삶이 점점 버겁다는 걸 느끼게 하는 노년. 겪지 않은 나는 그것을 느꼈어도 감히 느꼈다고 말하기가 두렵다. 그저 두 손 모으고 고개 숙이게 만드는 영화.
빈 집, 빈 방에 큰딸 혼자 앉아 있는 모습은 부모의 뒤를 따라가리라는 것을 암시하는 것 같아 아주 강렬한 인상을 받았다."
"이종하","5.0","2","0","잊고 싶지 않지만 이따금씩 말하기 힘들 그 단어."
"박정한","4.0","2","0","죽어가는 불꽃을 위해 바람을 불고 장작을 가져와 불어넣기 보다 최후의 최선을 다해 노란빛을 태워 퍼레진 불꽃이 아름답고 가엽고 서글퍼 내 손으로 지지고 아린 숨을 끊는다. 내 손은 울긋불긋 울어버린다. 내 손은 심지와 같다, 불꽃을 옮겨다오."
"선영","4.5","2","0","당신 오늘 유난히 예쁘다고 말했던가?"
"이단헌트","4.0","2","0","아름다우면서 슬픈영화"
"다0","3.5","2","0","더럽게 현실적이고 비참하고 무섭다"
"강지인","5.0","2","0","오랜만에 깊고 무거운 여운을 남긴 영화였다. 
사랑하는 사람이 짐이 될 때까지 안고 있다 떠나보내야 하는 마음. 사랑하는 사람에게 짐이 되고 싶지 않았지만 외로움에 결국 의지하고 싶어지는 마음. 둘만 아는 신호들과 추억. 그리운 행복했던 시간과 손길, 온기. 가장 가깝지만 나에 대해 가장 모르는 나의 자식들. 
두 노인은 한번도 울지 않았다. 그리고 나도 한번도 울지 않았다. 그저 숨을 죽이고 같은 흐름에서 오는 감정들을 고스란히 느꼈다."
"Fresca","5.0","2","0","얼마 전 하늘나라로 가신 우리 할머니가 떠올라서, 보는 내내 먹먹한 가슴으로 눈물을 흘리고 말았다. 
사랑하는 나의 할머니, 좀 더 같이 있어주지 못해서 미안해. 아름답고 행복할 그곳에서 다시 만나요."
"흐응","5.0","2","0","너무 먹먹하고 여운이 많이 남는다....
생각날때마다 보고싶을 영화..."
"우아한늑대","4.5","2","0","병든 아내를 연민과 배려로 간호하는 노신사.후반부로 가면서 아내의 병세는 깊어지고 영화는 폭풍우 친다..노신사의 마지막 사랑은?
나의 메마른 영혼에 따스한 피가 스며드는 영화."
"최나은","5.0","2","0","인간으로서 무릇 누려야 할 권리는 어디까지일까
*해피 이벤트"
"유진","4.0","2","0","늙는다는 것에 대해 다시끔 곱씹을 수 있었던"
"미상.","5.0","2","0","'아무르'라는 제목조차 넘어서는 영화. 삶이라는 단어와 죽음이라는 단어가 대칭적으로 접히면 일어나는 공간. 출구와 입구가 맞물린다. 실외와 실내는  나누어진다. 두 문은 서로 존재한다. 하나는 집안의 거실과 연결되고, 한쪽은 실외로 나가는 문이 그렇게."
"박현신","4.5","2","0","안느를 부축하는 조르쥬의 모습은 너무나 아름다웠다. 하나의 왈츠처럼."
"윤영미","3.0","2","1","쓸쓸함과 동시에 맘이 아련히 아파왔다. 왠지 노후가 오는게 두려웠다."
"영실","4.0","2","0","서로를 누구보다도 잘 아는 두사람이 나누는 대화라 그 깊이가 참 깊었고 그래서 더 슬펐다.."
"박지수","4.5","2","0","노부부의 마음이 이해가 된다. 내가 아팠더라면. 내가 사랑하는 사람의 죽음을 옆에서 보게 된다면."
"이광민","4.5","2","0","그래 우리는 모두 죽어가는 과정을 밟고 있다."
"JazZ","5.0","2","0","보는내내...내가 저 남편 이었다면 어땠을까? 하는 질문을 하게 했던
작품이었다"
"박영규","4.5","2","0","영화를 볼때는 그저 먹먹하다가 후에야 계속 생각하게 된다. 
노부부의 삶은 부럽게도 꽃이 가득한 카드였다"
"Arcturus","3.0","2","0","보고 있기가 너무 괴롭다...."
"이동윤","3.0","2","0","그 결단을 동의하긴 힘들다"
"영화와함께보는시","4.5","2","0","좋을 대로 부르세요
콩이라면 콩이고
팥이라면 팥인 거지요
아들 이름이 생각나지 않으면
당신 좋아하는 물고기 이름을 붙여주고
딸 이름이 생각나지 않으면
당신 좋아하는 꽃 이름을 붙여주면 됩니다
내 얼굴조차 기억나지 않는 날에는
내미는 손을 못 이기는 척 
잡아주면 기쁘겠고요
오후에는 바리바리 싸들고 소풍 나가서
매운 콩은 고추장 찍어 먹고
아삭한 팥으로 쌈 싸 먹으며
조금 늦게 사랑하는 법을 배운
한 남자의 이야기를 
다시 한 번 차근차근
들려줄까 합니다
-제페토-"
"IDA","5.0","2","1","이 영화는 얼마나 사랑해야 그럴 수 있는가에 대해 끊임없이 반문한다. 미카엘하네케의 섬세한 연출력을 감탄을 자아낸다. 그들이 어떻게 병들고 늙어가고 집이 어떤 방식으로 더러워지는지. 배우들의 연기력은 미친 수준이었고, 난 정말 이 이야기가 만들어진 것이 아닌 실재하는 것처럼 느껴져서 영화를 기록하는 지금도 괴롭다. 얼마나 사랑해야 그럴 수 있는가. 나의 죽음은 간단한 것인데 왜 당신의 죽음은 간단하지 않나. 타자와 자신의 차이를 곱씹게 된다. 이때 죽음에 공통성은 없다. 나의 죽음은 나를 보호하기 위한 하나의 방편처럼 여겨진다. 내 시간을 멈춤으로써 모든 것을 일시정지시키는 일. 그런데 당신의 죽음은 나의 자아가 무너지고 시간만 흐르는 일, 정말 죽어버리는 일처럼 느껴진다. 죽임은 살인이 분명하고 조르주는 사랑하는 사람을 죽이며 자신까지 죽여버렸다. 아직 안 한 얘기가 아주 많아. 이 대사가 날 오래 힘들게 할 것 같다. 또한 남편의 외투와 신발을 챙겼던 안느의 이름을 오래 발음하게 될 것이다. 누군가 고장내버린 문으로 외부인이 침입할까 두려워하던 이가, 외부가 들어오지 못하도록 문의 틈새를 막고. 혹은 새어나가지 못하도록 그렇게 만들었다. 안느에게 갑작스레 일어난 마비가 그들의 관계와 삶을 마비시키고, 죽음으로서 움직이기 시작했다."
"Kimssang","3.5","2","0","그녀를위해...."
"짠짠이","3.0","2","0","죽음은 삶의 반대편이 아니라 삶의 일부분으로 존재한다"
"백호","4.0","2","0","죽음에 대한 뻔한 답안, 사랑에 대한 어려운 답안. 남자 주인공의 연기에 대한 상찬이 부족한 이유를 알 수 없다."
"김포샤","3.5","2","0","아직 영화를 이해하기에는 충분히 늙지 않았나보다. 좋은 영화임은 분명하지만 나에게는 지루함의 일색이었다."
"엄상준","5.0","2","0","옥죄여오는 무력감 앞에서의 사랑."
"Choice_rome","4.5","2","0","평소 젊은 우리들은 있는둥 마는둥 내일 아니니깐.. 노인 노화 주변의 노년의 삶을 외면해버리곤 했지. 하지만 누구에게나 겪을 시간들. 이렇게 담담하고 아름답게 받아들이고 사랑해줄 수 있을까- 저마다의 방식으로. 나이들고 결혼하고 아이를 기르고 어려움을 겪으며 생을 살아나가면서 종종 떠오를 그런 영화."
"정재홍","4.5","2","0","20대인 내가 감히 이 영화에 코멘트를 하는 것만큼 잔망스러운 일이 있을까"
"SHKim","4.0","2","0","시점에 따라 사랑이란걸 해석할 수 있는 영화. 마지막 장면인 에바가 아무도 없는 집에 앉아있을 때 고요함과 평온함은 나를 심란하게 했다."
"miracleworker","4.0","2","0","죽음에 대한 공포와 고통 속에서, 
존엄성을 찾은 사랑과 연민"
"이소정","4.5","2","0","존엄이 경지를 넘어서면 다른 차원으로 표현할 수 밖에"
"하링고","4.5","2","0","주여. 울게 하소서."
"henin","3.5","2","0","영화를 본 후에도 여전히 나는 죽음이 무엇인지 사랑이 무엇인지 잘 모르겠다. 그런데 한없이 적막한 그 집이 내 마음속에 묵직히 들어와버렸다. 현관 바로 옆 빛-어둠-빛의 그 작은 통로가 이상하게도 잊혀지지 않는다."
"난상","4.0","2","0","누가 가를 수 있을 것인가, 사랑의 범주를."
"김남훈","2.5","2","0","하네케가 표현하고잔것은 알겠지만 너무 절제된거같다 지루하지만 나중노후에는 다시한번보고싶다"
"Wanderlust","5.0","2","0","시간은 바람이 되어 모든 것을 풍식하게 만들지만, 사랑은 풍차와도 같아 그것을 동력으로 끝없이 돌아간다."
"이자영","5.0","2","0","누구나 알고있는 삶의 끝인 죽음에 이토록씩이나 서러워지는건, 가장아픈것은 마음이라 외치던 그녀의 서러운 모습때문에."
"남상혁","4.5","2","0","차마 상상조차 할 수 없는, 그 무게"
"outlet","4.0","2","0","죽음은 사랑보다 무겁다. 명배우 노년의 압도적인 명연."
"Yeji Kim","4.0","2","0","이 영화를 언제나 기억하고 살아야 할 것 같다. 삶의 끝이란 대체로 어떻다는 것 잊지 말아야지"
"최미자와 지피디","5.0","2","0","냉혹하다 못해 살벌한 현실이여..."
"Life is Movie","5.0","2","0","고요하고 묵직한, 늙음의 생활백서."
"케보이","2.5","2","0","집이란 죽어가는 이미지의 응축물이다."
